Date,Company,Title,Location,Description,Level,Type,Function,Industry,Link
2022-09-18,DICK'S Sporting Goods,Data Platform Engineer (REMOTE),"Coraopolis, PA","22000PB6

Description

At Dick’s Sporting Goods, we are creating the future of sport driven by powerful data products and platforms that serve our Athletes and Teammates. Join a group of bright, talented, and kind engineers in a team that has very high visibility across the organization.

The Data and Analytics organization is seeking a Data Platform Engineer to design, build, and support platforms that will power the next generation of analytical and ML solutions here at Dick’s Sporting Goods. The ideal candidate has a passion to create reliable and scalable platforms while driving down the total cost of ownership.

This is a full time remote opportunity. We are looking to hire immediately.",Not Applicable,Full-time,Information Technology,"Sporting Goods Manufacturing, Manufacturing, and Retail",https://www.linkedin.com/jobs/view/data-platform-engineer-remote-at-dick-s-sporting-goods-3325857564?refId=bwE0ZDJp6rujAj4OHXqC7w%3D%3D&trackingId=NWQCGUQghVZtJbEj5MX8sw%3D%3D&position=4&pageNum=5&trk=public_jobs_jserp-result_search-card
2022-09-18,"OpenArc, LLC.",Business Intelligence Platform Analyst,"Wexford, PA","Reporting to the Senior BI Platforms and Applications Manager, the Platform Analyst will be a part of a dynamic team supporting the maintenance of BI platforms tools including Informatica, Snowflake, Tableau, SAP Business Objects, and Crystal Reports.


The company is an equal opportunity employer and will consider all applications without regards to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law.",Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting,https://www.linkedin.com/jobs/view/business-intelligence-platform-analyst-at-openarc-llc-3341920402?refId=bwE0ZDJp6rujAj4OHXqC7w%3D%3D&trackingId=llRDStV0727NPCkhP29C9A%3D%3D&position=5&pageNum=5&trk=public_jobs_jserp-result_search-card
2022-09-18,BNY Mellon,Sr. Data Business Analyst - Enterprise Data Management,"Pittsburgh, PA",,,,,,https://www.linkedin.com/jobs/view/sr-data-business-analyst-enterprise-data-management-at-bny-mellon-3199956420?refId=bwE0ZDJp6rujAj4OHXqC7w%3D%3D&trackingId=GPyZAI875jZazxyg0qG3hQ%3D%3D&position=6&pageNum=5&trk=public_jobs_jserp-result_search-card
2022-09-18,Eliassen Group,Database Developer,"Pittsburgh, PA","**HYBRID ONSITE in Pittsburgh, NY, or NJ - 2 days onsite/3 days remote**

Our industry-leading client is seeking a Database Developer. The job holder leads the technical design, development and documentation of database solution. Candidate is expected to be operating under the guidance of Tech Manager, however, is expected to be self-starter and operate with an ownership mentality and interface with other teams. Candidate must be aware of Agile Software Delivery Practice.",Mid-Senior level,Contract,Information Technology,IT Services and IT Consulting,https://www.linkedin.com/jobs/view/database-developer-at-eliassen-group-3328064392?refId=bwE0ZDJp6rujAj4OHXqC7w%3D%3D&trackingId=2bDTPvrKgLFxVo20SMPPTA%3D%3D&position=7&pageNum=5&trk=public_jobs_jserp-result_search-card
2022-09-18,Booz Allen Hamilton,"Data Engineer, Mid","Pittsburgh, PA","Job Number: R0154376

Data Engineer, Mid

The Opportunity:

Ever-expanding technology like IoT, machine learning, and artificial intelligence means that there’s more structured and unstructured data available today than ever before. As a data engineer, you know that organizing big data can yield pivotal insights when it’s gathered from disparate sources. We need a data professional like you to help our clients find answers in their big data to impact important missions—from fraud detection to cancer research to national intelligence.

As a big data engineer at Booz Allen, you’ll use your skills and experience to implement data engineering activities on some of the most mission-driven projects in the industry. You’ll develop and deploy the pipelines and platforms that organize and make disparate data meaningful.

Here, you’ll work with a multi-disciplinary team of analysts, data engineers, developers, and data consumers in a fast-paced, agile environment. You’ll sharpen your skills in analytical exploration and data examination while you support the assessment, design, developing, and maintenance of scalable platforms for your clients. This position is open to remote delivery anywhere within the U.S., to include the District of Columbia

Work with us to use big data for good.

Join us. The world can’t wait.









Applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information.



At Booz Allen, we celebrate your contributions, provide you with opportunities and choice, and support your total well-being. Our comprehensive benefit offerings include healthcare, retirement plan, insurance programs, commuter program, employee assistance program, paid and unpaid leave programs, education assistance, and childcare benefits.

The salary for this position will be determined based on various factors. The proposed salary range for this position in Colorado is $80,000 to $110,000.





Your growth matters to us—that’s why we offer a variety of ways for you to develop your career. With professional and leadership development opportunities like upskilling programs, tuition reimbursement, mentoring, and firm-sponsored networking, you can chart a unique and fulfilling career path on your own terms.



Diverse perspectives cultivate collective ingenuity. Booz Allen’s culture of respect, equity, and opportunity means that, here, you are free to bring your whole self to work. With an array of business resource groups and other opportunities for connection, you’ll develop your community in no time.



Our comprehensive benefits package includes wellness programs with HSA contributions, paid holidays, paid parental leave, a generous 401(k) match, and more. With these benefits, plus the option for flexible schedules and remote and hybrid locations, we’ll support you as you pursue a balanced, fulfilling life—at work and at home.



At Booz Allen, we know our people are what propel us forward, and we value relationships most of all. Here, we’ve compiled a list of resources so you’ll know what to expect as we forge a connection with you during your journey as a candidate with us.

We’re an equal employment opportunity/affirmative action employer that empowers our people to fearlessly drive change – no matter their race, color, ethnicity, religion, sex (including pregnancy, childbirth, lactation, or related medical conditions), national origin, ancestry, age, marital status, sexual orientation, gender identity and expression, disability, veteran status, military or uniformed service member status, genetic information, or any other status protected by applicable federal, state, local, or international law.",Entry level,Full-time,Information Technology,Business Consulting and Services,https://www.linkedin.com/jobs/view/data-engineer-mid-at-booz-allen-hamilton-3307716373?refId=bwE0ZDJp6rujAj4OHXqC7w%3D%3D&trackingId=NZVrqtewuUYovaMCdGj8qQ%3D%3D&position=8&pageNum=5&trk=public_jobs_jserp-result_search-card
2022-09-18,HashiCorp,Data Engineer,"Pittsburgh, PA","About The Role

Reporting to the Sr. Manager, Data Engineering - this role will help lead HashiCorp’s IT data engineering effort across a wide range of data systems and tools with the primary goal of delivering data for deeper integration, enhanced capabilities, and impactful analytics. This role will work closely with a data integration team, product engineering, as well as data analysts to deliver end to end optimization and support of the data life cycle. Key projects include the creation and support of an enterprise data warehouse, data prep for prescriptive and predictive modeling, data analytics for process improvement, data acquisition for future use cases, and many others.





To view base salary ranges for this role in your location and to learn more about which roles are eligible for bonus pay or commissions, please visit our Pay Transparency calculator. Information on our benefits can be found here. Intern ranges can be found here.",Entry level,Full-time,Information Technology,Software Development,https://www.linkedin.com/jobs/view/data-engineer-at-hashicorp-3331986926?refId=bwE0ZDJp6rujAj4OHXqC7w%3D%3D&trackingId=UOIVzwECIf5lOvEoFGhdBA%3D%3D&position=9&pageNum=5&trk=public_jobs_jserp-result_search-card
2022-09-18,TruSummit Solutions,Salesforce Developer,"Pittsburgh, PA","WHO WE ARE:

TruSummit Solutions is a young, energetic, fast-growing, results-based Salesforce Implementation Partner headquartered in Pittsburgh, PA. Our teams empower and educate our clients on the value and capabilities of Enterprise Applications with a major focus on Platform as a Service (PaaS). Through strategic consulting and business process modeling, we architect and build solutions that align directly with each of our customers' strategic business needs. Culture comes first, and this is guided by our core values - Collaboration, Commitment, and Enablement. As a member of TruSummit we all align to each core value by:


As a women-owned and operated company, we do not shy away from diversity, we value it.


As a Salesforce Developer / Technical Consultant, you will be a key team member in developing creative solutions to client problems. You are curious by nature and are constantly asking questions and seeking clarity to work more effectively. You develop insights and leverage those insights to propose solutions to client problems. You can work independently on projects and collaborate well as a team member. You are enthusiastic, professional and confident, with a focus on customer success. You can demonstrate and articulate the work you have done to clients, via presentation and conversation.










Powered by JazzHR

jVR38bU7R8",Mid-Senior level,Full-time,Information Technology,Business Consulting and Services,https://www.linkedin.com/jobs/view/salesforce-developer-at-trusummit-solutions-3339908091?refId=bwE0ZDJp6rujAj4OHXqC7w%3D%3D&trackingId=UB22V3hbsLTs3j7apVZ6MQ%3D%3D&position=10&pageNum=5&trk=public_jobs_jserp-result_search-card
2022-09-18,PITT OHIO,Business Systems Analyst I,"Pittsburgh, PA","Business Systems Analyst I Description/Job Summary

PITT OHIO, a $900 million, high service, highly profitable, transportation solutions provider offering SUPPLY CHAIN, GROUND, LTL and TRUCKLOAD services is seeking a Business Systems Analyst I to join our team at our Corporate Headquarters in .

We offer competitive compensation, hospital/medical insurance with no monthly premiums or deductibles, vision, discount prescription, dental, 401K, profit sharing, paid vacations, pleasant work environment, and much more!


Leads IT&S projects, applications and vendors to meet the technology needs of the business.










We offer competitive compensation, hospital/medical insurance with no monthly premiums or deductibles, vision, discount prescription, dental, 401K, profit sharing, paid vacations, pleasant work environment, and much more!

PITT OHIO values diversity. Women and minorities are encouraged to join our team! EOE M/F/V/D",Mid-Senior level,Full-time,Information Technology,Truck Transportation,https://www.linkedin.com/jobs/view/business-systems-analyst-i-at-pitt-ohio-3306556311?refId=bwE0ZDJp6rujAj4OHXqC7w%3D%3D&trackingId=ZgBF4LcvNPBbeqopbeDVpw%3D%3D&position=11&pageNum=5&trk=public_jobs_jserp-result_search-card
2022-09-18,Dice,Data Specialist,"Pittsburgh, PA",,,,,,https://www.linkedin.com/jobs/view/data-specialist-at-dice-3339993136?refId=bwE0ZDJp6rujAj4OHXqC7w%3D%3D&trackingId=VNNhN%2Bkz9Alga1%2FBq7OMow%3D%3D&position=12&pageNum=5&trk=public_jobs_jserp-result_search-card
2022-09-18,Techstra Solutions,Google Cloud Data Engineer,"Pittsburgh, PA","Techstra is seeking an experienced Google Cloud Data Engineer with a strong background in Big Data Platforms leveraging Google Firestore and BigQuery. The ideal candidate will participate in all aspects of the software development lifecycle which includes estimating, technical design, implementation, documentation, testing, deployment and support of application developed for our clients. From the day you join, you will hit the ground running surrounded by amazing people. Here is a look at some of the expectations and responsibilities for this position:",Entry level,Full-time,Information Technology,Business Consulting and Services,https://www.linkedin.com/jobs/view/google-cloud-data-engineer-at-techstra-solutions-3341803196?refId=bwE0ZDJp6rujAj4OHXqC7w%3D%3D&trackingId=LhYdxGQOHfyF%2BBj15%2BDZrg%3D%3D&position=13&pageNum=5&trk=public_jobs_jserp-result_search-card
2022-09-18,Accenture Federal Services,Federal - Data Engineer,"Pittsburgh, PA","We Are:

Accenture Federal Services, bringing together commercial innovation with the latest technology to unleash the potential for our federal clients. We help federal clients tackle their toughest challenges while unleashing their fullest potential. We bring together commercial innovation and leading-edge technologies to deliver an integrated, mobile and interactive experience that far exceeds expectations. How our passion meets purpose! Through our diverse culture and inclusive thinking, we embrace our employees' ideas taking them from concept to practical solutions. Not to mention, we sleep well at night knowing our work directly impacts and improves the way the world works. We keep our tech smarts sharp by providing abundant training and certification opportunities. Are you ready to learn and grow in a career, while making a difference



Responsible for building end-to-end processes for a variety of structured, semi-structured, and unstructured data sources using a range of tools including ETL tools and open source programming (python) to ingest into a Cloudera/Impala Data Lake environment. The successful candidate will have a strong background in SQL, Python, Linux, ETL best practices, strong attention to detail, and a can do attitude.

:





































An active security clearance or the ability to obtain one may be required for this role.",Mid-Senior level,Full-time,Research and Strategy/Planning,IT Services and IT Consulting,https://www.linkedin.com/jobs/view/federal-data-engineer-at-accenture-federal-services-3258492197?refId=bwE0ZDJp6rujAj4OHXqC7w%3D%3D&trackingId=0Hr2qMOTTNodx4OAAC5vLQ%3D%3D&position=14&pageNum=5&trk=public_jobs_jserp-result_search-card
2022-09-18,Duquesne Light Company,"Lead Analyst, Analytics Center of Excellence","Pittsburgh, PA","Overview:
The Lead Analyst is a position within the Corporate Strategy department, an organization tasked with identifying compelling ideas that can be used to improve efficiencies and drive value within DLC.
The individual will own advanced analytical projects from initiation to implementation. This is a high-visibility role with the opportunity to develop relationships and effective partnerships with all parts of the organization.",Mid-Senior level,Full-time,"Other, Accounting/Auditing, and Analyst",Oil and Gas and Utilities,https://www.linkedin.com/jobs/view/lead-analyst-analytics-center-of-excellence-at-duquesne-light-company-3333513838?refId=bwE0ZDJp6rujAj4OHXqC7w%3D%3D&trackingId=wmuV94O0E3XmG6LuO%2Fpszg%3D%3D&position=15&pageNum=5&trk=public_jobs_jserp-result_search-card
2022-09-18,ATI,Data Intelligence Engineer,"Natrona Heights, PA","Proven to Perform.

From the edges of space to the bottoms of ocean, our materials are proven to perform -- and so is our team. We're hiring high performers as proven as our products. Join us.

We are currently hiring a Data Intelligence Engineer reporting to our Director – Enterprise Data & Analytics. This role will design, deploy, and support the Analytics strategy across the ATI enterprise. They will support a variety of Enterprise improvements, establishing new capabilities and work across all business functions with a wide set of stakeholders.

This new role will provide functional and technical expertise in the successful delivery of analytical use cases. They will help to establish guidelines, standards, patterns, and common services. The Data Intelligence Engineer will work to support requirements and create an Enterprise user group to support Data Scientists within our business. Additionally, the DI Engineer will guide, mentor and support developer resources from design and build to ensuring adherence to established standards and principles.

A successful Data Intelligence Engineer is a thought-leader, problem solver and has a blend of advanced analytics experience and business acumen, extensive data experience, analytical mindset, with strong organization and communication skills. Experienced DI Engineers will also understand how to insert an analytical model in a production process or environment.





Must possess the ability to develop technical solutions to complex problems which require the regular use of ingenuity and creativity. Must possess skills/abilities in the following:




Our advanced, integrated process technologies and proven performers give us a tremendous competitive advantage. When customers systems need to fly higher, dig deeper, stand stronger, and last longer -- anywhere on, above or below the earth -- ATI is proven to perform.

ATI and its subsidiary companies will provide equal employment opportunities to all applicants without regard to applicant's race, color, religion, sex, sexual orientation, gender identity, genetic information, national origin, age, veteran status, disability status, or any other status protected be federal or state law. The company will provide reasonable accommodations to allow an applicant to participate in the hiring process if so requested.",Entry level,Full-time,Information Technology,"Aviation and Aerospace Component Manufacturing, Chemical Manufacturing, and Mining",https://www.linkedin.com/jobs/view/data-intelligence-engineer-at-ati-3319739852?refId=bwE0ZDJp6rujAj4OHXqC7w%3D%3D&trackingId=obKndh13SZuaEc1truONtw%3D%3D&position=16&pageNum=5&trk=public_jobs_jserp-result_search-card
2022-09-18,"Sunrise Systems, Inc.",Systems Engineer I,"Pittsburgh, PA","Job Title: Systems Engineer I

Location: Pittsburgh, PA

Duration: 6 months on contract

Pay Rate: $45/hr on w2



Smith and Nephew seeks a R&D Systems Engineer to drive the technical solutions and execute projects that leverage robotics technology for improving patient outcomes and economic value.

Smith and Nephew seeks a R&D Robotics Systems Engineer to participate in system definition through translation of customer needs into product requirements, system architecture development and system-level verification and validation planning. The R&D Systems Engineer will bring clear sense of urgency and demonstrated track record of driving innovation leading to the introduction of new technologies in the marketplace. Systems engineers serve as the interface between Healthcare Professionals, Marketing representatives, and Engineering teams to ensure technical excellence of product designs.

The Systems Engineer reports to the Senior Director, Systems and position will be based in Pittsburgh.

Position Functions

Education

Bachelor's degree in Biomedical, Electrical, Mechanical or Computer Engineering or equivalent; Graduate degree preferred



Competencies",Entry level,Contract,Information Technology,IT Services and IT Consulting,https://www.linkedin.com/jobs/view/systems-engineer-i-at-sunrise-systems-inc-3339489108?refId=bwE0ZDJp6rujAj4OHXqC7w%3D%3D&trackingId=7pN7SKculrxEgdebJp5N0w%3D%3D&position=17&pageNum=5&trk=public_jobs_jserp-result_search-card
2022-09-18,ADEX Corporation,Data Center Engineer,"Pittsburgh, PA",,,,,,https://www.linkedin.com/jobs/view/data-center-engineer-at-adex-corporation-3314457049?refId=bwE0ZDJp6rujAj4OHXqC7w%3D%3D&trackingId=7Jm0q0JHAGS1bVSCSdHHcg%3D%3D&position=18&pageNum=5&trk=public_jobs_jserp-result_search-card
2022-09-18,ADEX Corporation,Data Center Engineer,"Pittsburgh, PA","Summary

The engineer in this position should have a wealth of experience engineering/installing datacenter equipment. The engineer will typically take on the more complex work and pull all aspects of a job together into a cohesive package. This would include the complete engineering of data centers including, but not limited to, infrastructure, overhead and underfloor racking, cabinets, network and server equipment, cable distribution, power (AC or DC), Cold Aisle Containment solutions, etc.


High School diploma is necessary. Some college or technical school a plus. At least 3 years engineering experience or equivalent field experience in a data center environment

BICSI certifications a plus

An advanced understanding of various software packages including MS Word, spreadsheet/database programs such as MS Excel, MS Access

Ability to quickly learn customer engineering databases and software.

Must be able to handle multiple tasks and priorities and must be able to consistently work under and meet strict deadlines.

Must possess good leadership, verbal, and written communication skills.

Ability to read, analyze, and interpret the most complex of documents, including technical specifications, white papers, data center drawings and documents.

Ability to write reports, business correspondence, and procedure manuals. Ability to write engineering specifications.",Entry level,Full-time,Information Technology,Staffing and Recruiting,https://www.linkedin.com/jobs/view/data-center-engineer-at-adex-corporation-3314451996?refId=bwE0ZDJp6rujAj4OHXqC7w%3D%3D&trackingId=5EdLFu%2FZFIJZkG8yIYzSMQ%3D%3D&position=19&pageNum=5&trk=public_jobs_jserp-result_search-card
2022-09-18,PNC,Quantitative Analytics Development Program Analyst/Associate,"Pittsburgh, PA","R112978

Job Profile

Position Overview

At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. We work together each day to foster an inclusive workplace culture where all of our employees feel respected, valued and have an opportunity to contribute to the company’s success. As a(n) Quantitative Analytics Development Program Analyst/Associate within PNC's Quantitative Analytics organization, you will be based in Pittsburgh, Houston, NYC or Greater Washington.



By joining one of PNC’s Development Programs, you can explore your potential through hands-on experience in a professional environment. This is an excellent opportunity to begin exploring your career goals, in addition to growing your skills in key areas. The goal of PNC’s Development Programs is to move analysts and associates from development roles into production roles in one of PNC’s lines of business.

The Quantitative Analytics Development Program provides analysts the opportunity to gain exposure to various areas within PNC including the Retail Lending Analytics and Balance Sheet Analytics and Modeling organizations. Both areas consist of seasoned professionals that turn macro data sources into recommendations for making portfolio, capital allocation, and risk-based decisions. The Quantitative Analytics group has seen tremendous growth recently with PNC’s increased sophistication in modeling and analytics. Analysts will gain exposure to and partner with leaders responsible for loss forecasting and aggregation for CCAR (Comprehensive Capital Analysis and Review). The Quantitative Analytics group acts as a trusted partner to PNC’s lending and credit functions to provide analytical foresight and insight to help make effective business decisions related to risk appetite, return, profitable growth, portfolio optimization and business strategies.

During the 18 month long program, analysts will gain exposure to consumer and commercial analytics, portfolio management, different aspects of model development for all asset classes, credit process management, data management and policy and procedures through hands-on experiential learning. In addition, analysts will participate in an intensive learning curriculum, interact with senior management and partake in a robust mentorship program. Most of the learning will occur through hands-on projects undertaken in conjunction with seasoned professionals solving real life banking problems.

Upon successful completion of the program, analysts will be placed in a role that provides the opportunity to work in a number of analytics disciplines.

Opportunities in the Quantitative Analytics Development Program are in Pittsburgh, PA , New York City, NY, Houston, TX, and the Greater Washington D.C. areas.

Learn more about PNC’s Development Programs on www.pnc.jobs/students.


Participates as an analyst/associate in the line of business development program.




PNC provides equal opportunity to qualified persons regardless of race, color, sex, religion, national origin, age, sexual orientation, gender identity, disability, veteran status, or other categories protected by law.


Accuracy and Attention to Detail – Understanding of the necessity and value of accuracy and attention to detail; ability to process information with high levels of accuracy.

Analytical Thinking – Knowledge of techniques and tools that promote effective analysis and the ability to determine the root cause of organizational problems and create alternative solutions that resolve the problems in the best interest of the business.

Business Acumen – Knowledge, insight, and understanding of business concepts, tools, and processes that are needed for making sound decisions in the context of the company's business; ability to apply this knowledge appropriately to diverse situations.

Effective Communications – Understanding of effective communication concepts, tools and techniques; ability to effectively transmit, receive, and accurately interpret ideas, information, and needs through the application of appropriate communication behaviors.

Flexibility and Adaptability – Knowledge of successful approaches, tools, and techniques for dealing with changes and adapting to a changing environment; ability to adapt as needed.

Information Capture – Knowledge of the processes and the ability to identify, capture and document relevant business information in an auditable, organized, understandable and easily retrievable manner.

Products and Services – Knowledge of major products and services and product and service groups; ability to apply this knowledge appropriately to diverse situations.

Project Management – Ability to plan, organize, monitor, and control projects, ensuring efficient utilization of technical and administrative resources, to achieve project objectives.

Self-Directed Growth and Development – Understanding of the necessity of continuous personal growth; ability to gauge one's strengths, limitations and interests, and use of this knowledge for purposes of performance effectiveness and self-development.


Roles at this level are filled by recent university / college graduates with little or no professional experience, but possessing relevant skills. Includes individuals joining the organization through a Corporate development/ training program. In lieu of a degree, a comparable combination of education and experience (including military service) may be considered.


Bachelors



PNC offers employees a comprehensive range of benefits to help meet your needs now and in the future. Depending on your eligibility, options for full-time employees include medical/prescription drug coverage (with a Health Savings Account feature); dental and vision options; employee and spouse/child life insurance; short- and long-term disability protection; maternity and parental leave; paid holidays, vacation days and occasional absence time; 401(k), pension and stock purchase plans; dependent care reimbursement account; back-up child/elder care; adoption assistance; educational assistance and a robust wellness program with financial incentives. To learn more about these and other programs, including benefits for part-time employees, visit pncbenefits.com > New to PNC.


The PNC workplace is inclusive and supportive of individual needs. If you have a physical or other impairment that might require an accommodation, including technical assistance with the PNC Careers website or submission process, please call 877-968-7762 and select Option 4: Recruiting or contact us via email at pathfinder@pnc.com.

The Human Resources Service Center hours of operation are Monday - Friday 9:00 AM to 5:00 PM ET.


PNC provides equal employment opportunity to qualified persons regardless of race, color, sex, religion, national origin, age, sexual orientation, gender identity, disability, veteran status, or other categories protected by law.


Refer to the California Consumer Privacy Act Privacy Notice to gain understanding of how PNC may use or disclose your personal information in our hiring practices.",Not Applicable,Full-time,Other,Financial Services,https://www.linkedin.com/jobs/view/quantitative-analytics-development-program-analyst-associate-at-pnc-3334917127?refId=bwE0ZDJp6rujAj4OHXqC7w%3D%3D&trackingId=J4i0e%2FHst9LCy1t1wreFKQ%3D%3D&position=20&pageNum=5&trk=public_jobs_jserp-result_search-card
2022-09-18,BNY Mellon,"Principal, Data Management & Quantitative Analysis","Pittsburgh, PA","Job Description

Oversees the development of statistical, financial and/or econometric models for analyzing asset performance, client reference data, securities data, derivative pricing, risk exposure or other sophisticated concepts.

Bachelor's degree or the equivalent combination of education and experience. Advanced degree in quantitative analysis preferred. 10 + years total work experience preferred. Experience in quantitative finance and technology preferred.. BNY Mellon is an Equal Employment Opportunity/Affirmative Action Employer. Minorities/Females/Individuals with Disabilities/Protected Veterans. Our ambition is to build the best global team – one that is representative and inclusive of the diverse talent, clients and communities we work with and serve – and to empower our team to do their best work. We support wellbeing and a balanced life, and offer a range of family-friendly, inclusive employment policies and employee forums.


For over 230 years, the people of BNY Mellon have been at the forefront of finance, expanding the financial markets while supporting investors throughout the investment lifecycle. BNY Mellon can act as a single point of contact for clients looking to create, trade, hold, manage, service, distribute or restructure investments & safeguards nearly one-fifth of the world's financial assets. BNY Mellon remains one of the safest, most trusted and admired companies. Every day our employees make their mark by helping clients better manage and service their financial assets around the world. Whether providing financial services for institutions, corporations or individual investors, clients count on the people of BNY Mellon across time zones and in 35 countries and more than 100 markets. It's the collective ambition, innovative thinking and exceptionally focused client service paired with a commitment to doing what is right that continues to set us apart. Make your mark: bnymellon.com/careers.",Not Applicable,Full-time,Education and Training,Financial Services,https://www.linkedin.com/jobs/view/principal-data-management-quantitative-analysis-at-bny-mellon-3335368314?refId=bwE0ZDJp6rujAj4OHXqC7w%3D%3D&trackingId=hrFhv3%2Bi1tCzWgdf%2FMHAZQ%3D%3D&position=21&pageNum=5&trk=public_jobs_jserp-result_search-card
2022-09-18,BNY Mellon,"Intermediate Representative, Data Management & Quantitative Analysis","Pittsburgh, PA","Job Description

Data Management and Quantitative Analysis - S3Under minimal supervision, compiles, synthesizes and reports on the Banks or market data sources. Provides support with access, maintenance and security activities. May manage moderately complex databases, feeds, etc. and assists with data sources. Conducts preliminary, basic calculations for more senior colleagues and helps develop reports. With minimal guidance, supports day-to-day data management activities. Monitors data feeds and performs data scrubbing for the Data Management and Quantitative Analysis team. Identifies and documents violations, exceptions, or occurrences exceeding tolerance thresholds. Adds and maintains data on the Banks systems, inputs and verifies accuracy of information. Reviews information entered by more junior team members. May test software enhancements and upgrades as necessary. Monitors moderately complex databases and spreadsheets. Performs basic calculations, initiates the execution of data modeling programs and prepares initial drafts of simple charts, graphs or reports.Provides information based on data-related questions from internal and external clients and may help provide solutions. Ensures that all customer responses are thoroughly documented and verified. No direct reports. May provide guidance to more junior roles. Contributes to the achievement of team objectives. Bachelors degree or the equivalent combination of education and experience. 2-3 years of total work experience preferred. Experience in the financial industry preferred.. BNY Mellon is an Equal Employment Opportunity/Affirmative Action Employer. Minorities/Females/Individuals with Disabilities/Protected Veterans. Our ambition is to build the best global team – one that is representative and inclusive of the diverse talent, clients and communities we work with and serve – and to empower our team to do their best work. We support wellbeing and a balanced life, and offer a range of family-friendly, inclusive employment policies and employee forums.


For over 230 years, the people of BNY Mellon have been at the forefront of finance, expanding the financial markets while supporting investors throughout the investment lifecycle. BNY Mellon can act as a single point of contact for clients looking to create, trade, hold, manage, service, distribute or restructure investments & safeguards nearly one-fifth of the world's financial assets. BNY Mellon remains one of the safest, most trusted and admired companies. Every day our employees make their mark by helping clients better manage and service their financial assets around the world. Whether providing financial services for institutions, corporations or individual investors, clients count on the people of BNY Mellon across time zones and in 35 countries and more than 100 markets. It's the collective ambition, innovative thinking and exceptionally focused client service paired with a commitment to doing what is right that continues to set us apart. Make your mark: bnymellon.com/careers.


Global Operations is a client-service-driven organization whose talented and engaged team is dedicated to providing the most competitive services with the highest standards of ethics, quality and efficiency to our clients worldwide.",Not Applicable,Full-time,Sales and Business Development,Financial Services,https://www.linkedin.com/jobs/view/intermediate-representative-data-management-quantitative-analysis-at-bny-mellon-3150313308?refId=bwE0ZDJp6rujAj4OHXqC7w%3D%3D&trackingId=166eYoZyxVceLxE5CdFDfw%3D%3D&position=22&pageNum=5&trk=public_jobs_jserp-result_search-card
2022-09-18,Accenture Federal Services,Federal - Data Engineer,"Pittsburgh, PA","We Are:

Accenture Federal Services, bringing together commercial innovation with the latest technology to unleash the potential for our federal clients. Every day we bring bold thinking and diverse disciplines to solve problems in new ways. Ready to learn as much as you can We’ll give you numerous opportunities of formal & informal training sessions to keep your tech smarts sharp.

Responsible for building end-to-end processes for a variety of structured, semi-structured, and unstructured data sources using a range of tools including ETL tools and open source programming (python) to ingest into a Cloudera/Impala Data Lake environment. The successful candidate will have a strong background in SQL, Python, Linux, ETL best practices, strong attention to detail, and a can do attitude.

:







































An active security clearance or the ability to obtain one may be required for this role.",Mid-Senior level,Full-time,Research and Strategy/Planning,IT Services and IT Consulting,https://www.linkedin.com/jobs/view/federal-data-engineer-at-accenture-federal-services-3258488737?refId=bwE0ZDJp6rujAj4OHXqC7w%3D%3D&trackingId=gMMTkmq6S03XfG9RYeZRtg%3D%3D&position=23&pageNum=5&trk=public_jobs_jserp-result_search-card
2022-09-18,Change Healthcare,Senior Data Analyst - CXT Cloud Operations,"Pittsburgh, PA",,,,,,https://www.linkedin.com/jobs/view/senior-data-analyst-cxt-cloud-operations-at-change-healthcare-3344314617?refId=bwE0ZDJp6rujAj4OHXqC7w%3D%3D&trackingId=LwVYirSjqFY01vvTacOpbQ%3D%3D&position=24&pageNum=5&trk=public_jobs_jserp-result_search-card
